frequency,depth,salinity,temp,sediment,count_pixels,year,freq_file,depth_file
1,3.5 - 4.0,32.5 - 33.0,29.0 - 29.5,20.0 - 25.0,1963,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,3.5 - 4.0,32.5 - 33.0,no data avail,no data avail,1,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,3.5 - 4.0,32.5 - 33.0,no data avail,out of range,2856,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,3.5 - 4.0,33.0 - 33.5,28.5 - 29.0,15.0 - 20.0,1,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,3.5 - 4.0,33.0 - 33.5,28.5 - 29.0,20.0 - 25.0,6,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,3.5 - 4.0,33.0 - 33.5,28.5 - 29.0,no data avail,1,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,3.5 - 4.0,33.0 - 33.5,28.5 - 29.0,out of range,46,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,3.5 - 4.0,33.0 - 33.5,no data avail,no data avail,50,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,3.5 - 4.0,33.0 - 33.5,no data avail,out of range,137,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,3.5 - 4.0,no data avail,no data avail,no data avail,300,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,3.5 - 4.0,no data avail,no data avail,out of range,136,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,4.0 - 4.5,32.5 - 33.0,28.5 - 29.0,10.0 - 15.0,344,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,4.0 - 4.5,32.5 - 33.0,28.5 - 29.0,15.0 - 20.0,571,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,4.0 - 4.5,32.5 - 33.0,28.5 - 29.0,20.0 - 25.0,264,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,4.0 - 4.5,32.5 - 33.0,28.5 - 29.0,no data avail,18,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,4.0 - 4.5,32.5 - 33.0,28.5 - 29.0,out of range,4763,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,4.0 - 4.5,32.5 - 33.0,29.0 - 29.5,10.0 - 15.0,797,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,4.0 - 4.5,32.5 - 33.0,29.0 - 29.5,15.0 - 20.0,432,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,4.0 - 4.5,32.5 - 33.0,29.0 - 29.5,20.0 - 25.0,4288,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,4.0 - 4.5,32.5 - 33.0,no data avail,out of range,3748,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,4.0 - 4.5,33.0 - 33.5,28.5 - 29.0,20.0 - 25.0,10,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,4.0 - 4.5,33.0 - 33.5,28.5 - 29.0,no data avail,1,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,4.0 - 4.5,33.0 - 33.5,28.5 - 29.0,out of range,164,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,4.0 - 4.5,33.0 - 33.5,no data avail,no data avail,16,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,4.0 - 4.5,33.0 - 33.5,no data avail,out of range,194,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,4.0 - 4.5,no data avail,no data avail,no data avail,95,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,4.0 - 4.5,no data avail,no data avail,out of range,99,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,4.5 - 5.0,32.5 - 33.0,28.5 - 29.0,10.0 - 15.0,232,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,4.5 - 5.0,32.5 - 33.0,28.5 - 29.0,15.0 - 20.0,564,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,4.5 - 5.0,32.5 - 33.0,28.5 - 29.0,20.0 - 25.0,476,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,4.5 - 5.0,32.5 - 33.0,28.5 - 29.0,no data avail,1,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,4.5 - 5.0,32.5 - 33.0,28.5 - 29.0,out of range,3620,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,4.5 - 5.0,32.5 - 33.0,29.0 - 29.5,10.0 - 15.0,1462,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,4.5 - 5.0,32.5 - 33.0,29.0 - 29.5,15.0 - 20.0,690,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,4.5 - 5.0,32.5 - 33.0,29.0 - 29.5,20.0 - 25.0,5805,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,4.5 - 5.0,32.5 - 33.0,no data avail,20.0 - 25.0,4,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,4.5 - 5.0,32.5 - 33.0,no data avail,out of range,2554,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,4.5 - 5.0,33.0 - 33.5,28.5 - 29.0,15.0 - 20.0,5,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,4.5 - 5.0,33.0 - 33.5,28.5 - 29.0,20.0 - 25.0,21,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,4.5 - 5.0,33.0 - 33.5,28.5 - 29.0,no data avail,24,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,4.5 - 5.0,33.0 - 33.5,28.5 - 29.0,out of range,348,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,4.5 - 5.0,33.0 - 33.5,no data avail,no data avail,18,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,4.5 - 5.0,33.0 - 33.5,no data avail,out of range,227,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,4.5 - 5.0,no data avail,no data avail,no data avail,67,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,4.5 - 5.0,no data avail,no data avail,out of range,144,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,no data avail,32.5 - 33.0,no data avail,out of range,1,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,no data avail,33.0 - 33.5,28.5 - 29.0,20.0 - 25.0,3,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,no data avail,33.0 - 33.5,28.5 - 29.0,no data avail,8,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,no data avail,33.0 - 33.5,28.5 - 29.0,out of range,3,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,no data avail,33.0 - 33.5,no data avail,no data avail,2,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,no data avail,33.0 - 33.5,no data avail,out of range,18,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,no data avail,no data avail,no data avail,out of range,3,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,out of range,32.5 - 33.0,28.5 - 29.0,0.0 - 5.0,8,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,out of range,32.5 - 33.0,28.5 - 29.0,10.0 - 15.0,2055,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,out of range,32.5 - 33.0,28.5 - 29.0,15.0 - 20.0,3133,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,out of range,32.5 - 33.0,28.5 - 29.0,20.0 - 25.0,4491,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,out of range,32.5 - 33.0,28.5 - 29.0,5.0 - 10.0,570,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,out of range,32.5 - 33.0,28.5 - 29.0,no data avail,158,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,out of range,32.5 - 33.0,28.5 - 29.0,out of range,6976,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,out of range,32.5 - 33.0,29.0 - 29.5,0.0 - 5.0,2883,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,out of range,32.5 - 33.0,29.0 - 29.5,10.0 - 15.0,11641,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,out of range,32.5 - 33.0,29.0 - 29.5,15.0 - 20.0,1747,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,out of range,32.5 - 33.0,29.0 - 29.5,20.0 - 25.0,8870,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,out of range,32.5 - 33.0,29.0 - 29.5,5.0 - 10.0,4191,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,out of range,32.5 - 33.0,no data avail,20.0 - 25.0,5,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,out of range,32.5 - 33.0,no data avail,no data avail,24,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,out of range,32.5 - 33.0,no data avail,out of range,5139,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,out of range,33.0 - 33.5,27.5 - 28.0,no data avail,2,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,out of range,33.0 - 33.5,28.5 - 29.0,0.0 - 5.0,1,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,out of range,33.0 - 33.5,28.5 - 29.0,10.0 - 15.0,45042,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,out of range,33.0 - 33.5,28.5 - 29.0,15.0 - 20.0,76936,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,out of range,33.0 - 33.5,28.5 - 29.0,20.0 - 25.0,55030,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,out of range,33.0 - 33.5,28.5 - 29.0,5.0 - 10.0,7460,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,out of range,33.0 - 33.5,28.5 - 29.0,no data avail,13654,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,out of range,33.0 - 33.5,28.5 - 29.0,out of range,7734,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,out of range,33.0 - 33.5,29.0 - 29.5,0.0 - 5.0,52325,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,out of range,33.0 - 33.5,29.0 - 29.5,10.0 - 15.0,21525,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,out of range,33.0 - 33.5,29.0 - 29.5,15.0 - 20.0,14662,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,out of range,33.0 - 33.5,29.0 - 29.5,20.0 - 25.0,3129,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,out of range,33.0 - 33.5,29.0 - 29.5,5.0 - 10.0,73246,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,out of range,33.0 - 33.5,29.0 - 29.5,no data avail,532,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,out of range,33.0 - 33.5,29.0 - 29.5,out of range,1958,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,out of range,33.0 - 33.5,no data avail,no data avail,86,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,out of range,33.0 - 33.5,no data avail,out of range,2928,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,out of range,no data avail,no data avail,no data avail,1092,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,out of range,no data avail,no data avail,out of range,611,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
2,3.0 - 3.5,32.5 - 33.0,no data avail,out of range,1,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
2,4.0 - 4.5,32.5 - 33.0,no data avail,out of range,1,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
2,4.5 - 5.0,32.5 - 33.0,no data avail,out of range,2,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
2,out of range,32.5 - 33.0,29.0 - 29.5,10.0 - 15.0,8,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
2,out of range,32.5 - 33.0,29.0 - 29.5,20.0 - 25.0,1,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
2,out of range,32.5 - 33.0,no data avail,out of range,2,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
2,out of range,33.0 - 33.5,28.5 - 29.0,10.0 - 15.0,403,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
2,out of range,33.0 - 33.5,28.5 - 29.0,15.0 - 20.0,290,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
2,out of range,33.0 - 33.5,28.5 - 29.0,20.0 - 25.0,1654,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
2,out of range,33.0 - 33.5,28.5 - 29.0,5.0 - 10.0,3,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
2,out of range,33.0 - 33.5,28.5 - 29.0,no data avail,128,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
2,out of range,33.0 - 33.5,28.5 - 29.0,out of range,21,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
2,out of range,33.0 - 33.5,29.0 - 29.5,0.0 - 5.0,444,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
2,out of range,33.0 - 33.5,29.0 - 29.5,10.0 - 15.0,1431,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
2,out of range,33.0 - 33.5,29.0 - 29.5,15.0 - 20.0,392,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
2,out of range,33.0 - 33.5,29.0 - 29.5,20.0 - 25.0,87,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
2,out of range,33.0 - 33.5,29.0 - 29.5,5.0 - 10.0,456,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
2,out of range,33.0 - 33.5,29.0 - 29.5,out of range,17,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
2,out of range,33.0 - 33.5,no data avail,out of range,3,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
