frequency,depth,salinity,temp,sediment,count_pixels,year,freq_file,depth_file
1,4.5 - 5.0,32.5 - 33.0,28.5 - 29.0,5.0 - 10.0,76,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,4.5 - 5.0,32.5 - 33.0,28.5 - 29.0,no data avail,45,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,4.5 - 5.0,32.5 - 33.0,28.5 - 29.0,out of range,57516,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,4.5 - 5.0,32.5 - 33.0,29.0 - 29.5,0.0 - 5.0,1,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,4.5 - 5.0,32.5 - 33.0,29.0 - 29.5,5.0 - 10.0,649,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,4.5 - 5.0,32.5 - 33.0,no data avail,no data avail,1,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,4.5 - 5.0,32.5 - 33.0,no data avail,out of range,515,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,4.5 - 5.0,33.0 - 33.5,27.5 - 28.0,no data avail,923,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,4.5 - 5.0,33.0 - 33.5,28.5 - 29.0,10.0 - 15.0,2763,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,4.5 - 5.0,33.0 - 33.5,28.5 - 29.0,15.0 - 20.0,4826,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,4.5 - 5.0,33.0 - 33.5,28.5 - 29.0,no data avail,4831,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,4.5 - 5.0,33.0 - 33.5,28.5 - 29.0,out of range,102285,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,4.5 - 5.0,33.0 - 33.5,29.0 - 29.5,5.0 - 10.0,2,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,4.5 - 5.0,33.0 - 33.5,no data avail,no data avail,44,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,4.5 - 5.0,33.0 - 33.5,no data avail,out of range,8639,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,4.5 - 5.0,no data avail,no data avail,no data avail,990,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,4.5 - 5.0,no data avail,no data avail,out of range,14930,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,5.0 - 5.5,32.5 - 33.0,28.5 - 29.0,10.0 - 15.0,5072,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,5.0 - 5.5,32.5 - 33.0,28.5 - 29.0,15.0 - 20.0,9514,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,5.0 - 5.5,32.5 - 33.0,28.5 - 29.0,5.0 - 10.0,168,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,5.0 - 5.5,32.5 - 33.0,28.5 - 29.0,no data avail,39,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,5.0 - 5.5,32.5 - 33.0,28.5 - 29.0,out of range,41595,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,5.0 - 5.5,32.5 - 33.0,29.0 - 29.5,0.0 - 5.0,4,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,5.0 - 5.5,32.5 - 33.0,29.0 - 29.5,10.0 - 15.0,67,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,5.0 - 5.5,32.5 - 33.0,29.0 - 29.5,5.0 - 10.0,642,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,5.0 - 5.5,32.5 - 33.0,no data avail,out of range,212,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,5.0 - 5.5,33.0 - 33.5,27.5 - 28.0,no data avail,709,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,5.0 - 5.5,33.0 - 33.5,28.5 - 29.0,10.0 - 15.0,2599,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,5.0 - 5.5,33.0 - 33.5,28.5 - 29.0,15.0 - 20.0,6523,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,5.0 - 5.5,33.0 - 33.5,28.5 - 29.0,5.0 - 10.0,5,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,5.0 - 5.5,33.0 - 33.5,28.5 - 29.0,no data avail,4039,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,5.0 - 5.5,33.0 - 33.5,28.5 - 29.0,out of range,106387,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,5.0 - 5.5,33.0 - 33.5,29.0 - 29.5,10.0 - 15.0,36,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,5.0 - 5.5,33.0 - 33.5,29.0 - 29.5,5.0 - 10.0,1,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,5.0 - 5.5,33.0 - 33.5,no data avail,no data avail,39,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,5.0 - 5.5,33.0 - 33.5,no data avail,out of range,10112,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,5.0 - 5.5,no data avail,no data avail,no data avail,378,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,5.0 - 5.5,no data avail,no data avail,out of range,10527,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,5.5 - 6.0,32.5 - 33.0,28.5 - 29.0,10.0 - 15.0,7500,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,5.5 - 6.0,32.5 - 33.0,28.5 - 29.0,15.0 - 20.0,14417,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,5.5 - 6.0,32.5 - 33.0,28.5 - 29.0,5.0 - 10.0,395,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,5.5 - 6.0,32.5 - 33.0,28.5 - 29.0,no data avail,18,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,5.5 - 6.0,32.5 - 33.0,28.5 - 29.0,out of range,30186,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,5.5 - 6.0,32.5 - 33.0,29.0 - 29.5,0.0 - 5.0,13,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,5.5 - 6.0,32.5 - 33.0,29.0 - 29.5,10.0 - 15.0,299,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,5.5 - 6.0,32.5 - 33.0,29.0 - 29.5,5.0 - 10.0,995,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,5.5 - 6.0,32.5 - 33.0,no data avail,out of range,63,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,5.5 - 6.0,33.0 - 33.5,27.5 - 28.0,no data avail,472,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,5.5 - 6.0,33.0 - 33.5,28.5 - 29.0,10.0 - 15.0,3985,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,5.5 - 6.0,33.0 - 33.5,28.5 - 29.0,15.0 - 20.0,11102,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,5.5 - 6.0,33.0 - 33.5,28.5 - 29.0,5.0 - 10.0,21,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,5.5 - 6.0,33.0 - 33.5,28.5 - 29.0,no data avail,3708,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,5.5 - 6.0,33.0 - 33.5,28.5 - 29.0,out of range,107296,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,5.5 - 6.0,33.0 - 33.5,29.0 - 29.5,10.0 - 15.0,87,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,5.5 - 6.0,33.0 - 33.5,no data avail,no data avail,36,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,5.5 - 6.0,33.0 - 33.5,no data avail,out of range,12123,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,5.5 - 6.0,no data avail,no data avail,no data avail,190,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,5.5 - 6.0,no data avail,no data avail,out of range,6353,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,6.0 - 6.5,32.5 - 33.0,28.5 - 29.0,10.0 - 15.0,12969,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,6.0 - 6.5,32.5 - 33.0,28.5 - 29.0,15.0 - 20.0,19313,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,6.0 - 6.5,32.5 - 33.0,28.5 - 29.0,5.0 - 10.0,791,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,6.0 - 6.5,32.5 - 33.0,28.5 - 29.0,no data avail,1,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,6.0 - 6.5,32.5 - 33.0,28.5 - 29.0,out of range,25493,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,6.0 - 6.5,32.5 - 33.0,29.0 - 29.5,0.0 - 5.0,8,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,6.0 - 6.5,32.5 - 33.0,29.0 - 29.5,10.0 - 15.0,638,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,6.0 - 6.5,32.5 - 33.0,29.0 - 29.5,5.0 - 10.0,1842,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,6.0 - 6.5,32.5 - 33.0,no data avail,out of range,5,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,6.0 - 6.5,33.0 - 33.5,27.5 - 28.0,no data avail,211,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,6.0 - 6.5,33.0 - 33.5,28.5 - 29.0,10.0 - 15.0,5981,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,6.0 - 6.5,33.0 - 33.5,28.5 - 29.0,15.0 - 20.0,19735,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,6.0 - 6.5,33.0 - 33.5,28.5 - 29.0,5.0 - 10.0,99,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,6.0 - 6.5,33.0 - 33.5,28.5 - 29.0,no data avail,4279,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,6.0 - 6.5,33.0 - 33.5,28.5 - 29.0,out of range,105009,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,6.0 - 6.5,33.0 - 33.5,29.0 - 29.5,10.0 - 15.0,143,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,6.0 - 6.5,33.0 - 33.5,29.0 - 29.5,5.0 - 10.0,4,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,6.0 - 6.5,33.0 - 33.5,no data avail,no data avail,30,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,6.0 - 6.5,33.0 - 33.5,no data avail,out of range,12748,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,6.0 - 6.5,no data avail,no data avail,no data avail,167,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,6.0 - 6.5,no data avail,no data avail,out of range,3528,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,6.5 - 7.0,32.5 - 33.0,28.5 - 29.0,10.0 - 15.0,12522,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,6.5 - 7.0,32.5 - 33.0,28.5 - 29.0,15.0 - 20.0,17959,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,6.5 - 7.0,32.5 - 33.0,28.5 - 29.0,5.0 - 10.0,1642,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,6.5 - 7.0,32.5 - 33.0,28.5 - 29.0,out of range,16088,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,6.5 - 7.0,32.5 - 33.0,29.0 - 29.5,0.0 - 5.0,25,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,6.5 - 7.0,32.5 - 33.0,29.0 - 29.5,10.0 - 15.0,868,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,6.5 - 7.0,32.5 - 33.0,29.0 - 29.5,5.0 - 10.0,2014,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,6.5 - 7.0,33.0 - 33.5,27.5 - 28.0,no data avail,64,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,6.5 - 7.0,33.0 - 33.5,28.5 - 29.0,10.0 - 15.0,6270,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,6.5 - 7.0,33.0 - 33.5,28.5 - 29.0,15.0 - 20.0,27399,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,6.5 - 7.0,33.0 - 33.5,28.5 - 29.0,5.0 - 10.0,178,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,6.5 - 7.0,33.0 - 33.5,28.5 - 29.0,no data avail,5024,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,6.5 - 7.0,33.0 - 33.5,28.5 - 29.0,out of range,80648,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,6.5 - 7.0,33.0 - 33.5,29.0 - 29.5,10.0 - 15.0,191,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,6.5 - 7.0,33.0 - 33.5,29.0 - 29.5,5.0 - 10.0,10,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,6.5 - 7.0,33.0 - 33.5,no data avail,no data avail,22,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,6.5 - 7.0,33.0 - 33.5,no data avail,out of range,8006,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,6.5 - 7.0,no data avail,no data avail,no data avail,45,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,6.5 - 7.0,no data avail,no data avail,out of range,1123,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,7.0 - 7.5,32.5 - 33.0,28.5 - 29.0,10.0 - 15.0,12403,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,7.0 - 7.5,32.5 - 33.0,28.5 - 29.0,15.0 - 20.0,12988,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,7.0 - 7.5,32.5 - 33.0,28.5 - 29.0,5.0 - 10.0,3128,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,7.0 - 7.5,32.5 - 33.0,28.5 - 29.0,out of range,6848,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,7.0 - 7.5,32.5 - 33.0,29.0 - 29.5,0.0 - 5.0,50,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,7.0 - 7.5,32.5 - 33.0,29.0 - 29.5,10.0 - 15.0,588,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,7.0 - 7.5,32.5 - 33.0,29.0 - 29.5,5.0 - 10.0,1708,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,7.0 - 7.5,33.0 - 33.5,27.5 - 28.0,no data avail,18,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,7.0 - 7.5,33.0 - 33.5,28.5 - 29.0,10.0 - 15.0,4326,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,7.0 - 7.5,33.0 - 33.5,28.5 - 29.0,15.0 - 20.0,26361,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,7.0 - 7.5,33.0 - 33.5,28.5 - 29.0,5.0 - 10.0,339,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,7.0 - 7.5,33.0 - 33.5,28.5 - 29.0,no data avail,2154,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,7.0 - 7.5,33.0 - 33.5,28.5 - 29.0,out of range,34541,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,7.0 - 7.5,33.0 - 33.5,29.0 - 29.5,0.0 - 5.0,1,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,7.0 - 7.5,33.0 - 33.5,29.0 - 29.5,10.0 - 15.0,128,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,7.0 - 7.5,33.0 - 33.5,29.0 - 29.5,5.0 - 10.0,18,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,7.0 - 7.5,33.0 - 33.5,no data avail,no data avail,7,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,7.0 - 7.5,33.0 - 33.5,no data avail,out of range,2935,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,7.0 - 7.5,no data avail,no data avail,no data avail,5,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,7.0 - 7.5,no data avail,no data avail,out of range,174,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,7.5 - 8.0,32.5 - 33.0,28.5 - 29.0,10.0 - 15.0,8353,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,7.5 - 8.0,32.5 - 33.0,28.5 - 29.0,15.0 - 20.0,10083,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,7.5 - 8.0,32.5 - 33.0,28.5 - 29.0,5.0 - 10.0,3538,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,7.5 - 8.0,32.5 - 33.0,28.5 - 29.0,out of range,2409,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,7.5 - 8.0,32.5 - 33.0,29.0 - 29.5,0.0 - 5.0,64,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,7.5 - 8.0,32.5 - 33.0,29.0 - 29.5,10.0 - 15.0,241,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,7.5 - 8.0,32.5 - 33.0,29.0 - 29.5,5.0 - 10.0,2523,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,7.5 - 8.0,33.0 - 33.5,28.5 - 29.0,10.0 - 15.0,1603,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,7.5 - 8.0,33.0 - 33.5,28.5 - 29.0,15.0 - 20.0,12655,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,7.5 - 8.0,33.0 - 33.5,28.5 - 29.0,5.0 - 10.0,297,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,7.5 - 8.0,33.0 - 33.5,28.5 - 29.0,no data avail,126,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,7.5 - 8.0,33.0 - 33.5,28.5 - 29.0,out of range,8465,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,7.5 - 8.0,33.0 - 33.5,29.0 - 29.5,0.0 - 5.0,2,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,7.5 - 8.0,33.0 - 33.5,29.0 - 29.5,10.0 - 15.0,105,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,7.5 - 8.0,33.0 - 33.5,29.0 - 29.5,5.0 - 10.0,7,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,7.5 - 8.0,33.0 - 33.5,no data avail,out of range,430,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,7.5 - 8.0,no data avail,no data avail,out of range,11,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,no data avail,32.5 - 33.0,28.5 - 29.0,0.0 - 5.0,13755,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,no data avail,32.5 - 33.0,28.5 - 29.0,10.0 - 15.0,38634,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,no data avail,32.5 - 33.0,28.5 - 29.0,15.0 - 20.0,80869,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,no data avail,32.5 - 33.0,28.5 - 29.0,5.0 - 10.0,68666,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,no data avail,32.5 - 33.0,28.5 - 29.0,no data avail,266,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,no data avail,32.5 - 33.0,28.5 - 29.0,out of range,108091,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,no data avail,32.5 - 33.0,29.0 - 29.5,0.0 - 5.0,483121,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,no data avail,32.5 - 33.0,29.0 - 29.5,10.0 - 15.0,1,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,no data avail,32.5 - 33.0,29.0 - 29.5,5.0 - 10.0,283697,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,no data avail,32.5 - 33.0,no data avail,no data avail,324,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,no data avail,32.5 - 33.0,no data avail,out of range,564,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,no data avail,33.0 - 33.5,27.5 - 28.0,no data avail,137,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,no data avail,33.0 - 33.5,28.5 - 29.0,0.0 - 5.0,2285,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,no data avail,33.0 - 33.5,28.5 - 29.0,10.0 - 15.0,19898,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,no data avail,33.0 - 33.5,28.5 - 29.0,15.0 - 20.0,28762,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,no data avail,33.0 - 33.5,28.5 - 29.0,5.0 - 10.0,13358,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
1,no data avail,33.0 - 33.5,28.5 - 29.0,no data avail,7062,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_10m.tif
