frequency,depth,salinity,temp,count_pixels,year,freq_file,depth_file
1,4.0 - 4.5,no data avail,no data avail,165,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,4.5 - 5.0,32.5 - 33.0,28.5 - 29.0,4499,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,4.5 - 5.0,32.5 - 33.0,29.0 - 29.5,7957,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,4.5 - 5.0,32.5 - 33.0,no data avail,2555,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,4.5 - 5.0,33.0 - 33.5,28.5 - 29.0,376,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,4.5 - 5.0,33.0 - 33.5,no data avail,42,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,4.5 - 5.0,no data avail,no data avail,178,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,no data avail,32.5 - 33.0,28.5 - 29.0,2710,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,no data avail,32.5 - 33.0,29.0 - 29.5,27,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,no data avail,32.5 - 33.0,no data avail,375,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,no data avail,33.0 - 33.5,27.5 - 28.0,2,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,no data avail,33.0 - 33.5,28.5 - 29.0,882,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,no data avail,33.0 - 33.5,29.0 - 29.5,11194,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,no data avail,33.0 - 33.5,no data avail,1772,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,no data avail,no data avail,no data avail,1127,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,out of range,32.5 - 33.0,28.5 - 29.0,16428,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,out of range,32.5 - 33.0,29.0 - 29.5,29305,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,out of range,32.5 - 33.0,no data avail,4906,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,out of range,33.0 - 33.5,28.5 - 29.0,205013,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,out of range,33.0 - 33.5,29.0 - 29.5,156183,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,out of range,33.0 - 33.5,no data avail,2001,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
1,out of range,no data avail,no data avail,818,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
2,3.0 - 3.5,32.5 - 33.0,no data avail,1,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
2,4.0 - 4.5,32.5 - 33.0,no data avail,1,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
2,4.5 - 5.0,32.5 - 33.0,no data avail,2,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
2,no data avail,33.0 - 33.5,29.0 - 29.5,25,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
2,out of range,32.5 - 33.0,29.0 - 29.5,9,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
2,out of range,32.5 - 33.0,no data avail,2,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
2,out of range,33.0 - 33.5,28.5 - 29.0,2499,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
2,out of range,33.0 - 33.5,29.0 - 29.5,2802,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
2,out of range,33.0 - 33.5,no data avail,3,2025,2025_frequency_q1_q2_q3_q4.tif,Depth_Batnas_Focal_35m.tif
